company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Buffalo Trace Distillery,"Frankfort, Kentucky",US,2021,1200.0,USD,1320.28,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Burnt Church Distillery,"Bluffton, South Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
CHS,"Fairmont, Minnesota",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
CHS,"Othello, Washington",US,2021,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
CHS Inc.,"Fairmont, Minnesota",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Caddo Mountain Spring Water,"Montgomery Cty, Arkansas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Calico Cottage Inc.,"Amityville, New York",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
"Calico Cottage, Inc.","Amityville, New York",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Cannonborough Beverage Company,"Charleston, South Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Cardinal Foods/Russet House JV,"Burgaw, North Carolina",US,2021,,,,,9848,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Cargill,"Dodge City, Kansas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Carolina Premium Beverage,"Charlotte, North Carolina",US,2021,,,,,21182,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Casey's General Stores,"Joplin, Missouri",US,2021,62.0,USD,68.21,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Central Valley Meat,"Hanford, California",US,2021,,,,,9569,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Cherokee Nation,"Tahlequah, Arizona",US,2021,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Chewy,"Mt. Juliet, Tennessee",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Chic-fil-A,"Mebane, North Carolina",US,2021,52.0,USD,57.21,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.715
ChocXO,"Delta, British Columbia",CA,2021,,,,,1672,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
City Brewing Company,"Irwindale, California",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Clean Eatz Kitchen,"Maryland Heights, Missouri",US,2021,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Coca-Cola Bottling Company,"Winter Haven, Florida",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Coca-Cola North America,"Auburndale, Florida",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Coca-Cola North America,"Apopka, Florida",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Coca-Cola North America,"Northampton, Massachusetts",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
ColdPort,"Houston, Texas",US,2021,,,,,29264,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
ConAgra Brands,"Archbold, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
ConAgra Brands,"Darien, Wisconsin",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
ConAgra Brands,"Louisville, Kentucky",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Conagra Brands,"Archbold, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Brookston, Indiana",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Darien, Wisconsin",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Denver, Colorado",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Indianapolis, Indiana",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Louisville, Kentucky",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"St. Elmo, Illinois",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Troy, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Conagra Brands,"Waseca, Minnesota",US,2021,250.0,USD,275.06,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Constellation Brands,"Mexicali, MX",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Constellation Brands,"Obregon, Sonora, MX",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Continental Mills,"Effingham, Illinois",US,2021,,,,,16258,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Crafty Ramen,"Waterloo, Ontario",CA,2021,,,,,465,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Crown Holdings,"Bowling Green, Kentucky",US,2021,148.0,USD,162.83,,30379,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Cuisine Solutions,"San Antonio, Texas",US,2021,200.0,USD,220.05,,29264,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Del Monte (Mann Packaging),"Gonzales, California",US,2021,,,,,12077,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Deli Star,"St. Louis, Missouri",US,2021,99.0,USD,108.92,,9662,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Dell Cove Spices & More Company,"New Haven, Indiana",US,2021,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Delta Peanut,"Kennett, Missouri",US,2021,50.0,USD,55.01,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Diageo,"Lebanon, Kentucky",US,2021,107.0,USD,117.73,,6689,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Diageo,"Plainfield, Illinois",US,2021,103.0,USD,113.32,,24526,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Diamond Drinks,"Vero Beach, Florida",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Diamond Pet Food,"Ripon, California",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Dole Packaged Goods,"McDonough, Georgia",US,2021,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Dollar General,"Ardmore, Oklahoma",US,2021,,,,,14864,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dollar General,"Bowling Green, Kentucky",US,2021,,,,,14864,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Donaghy Sales,"Stockton, California",US,2021,,,,,26477,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dorada Foods,"Ponca City, Oklahoma",US,2021,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Dr. Schär USA,"Swedesboro, New Jersey",US,2021,,,,,3902,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
DrinkPak,"Newhall, California",US,2021,,,,,15979,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Enterra,"Calgary, Alberta",CA,2021,,,,,17466,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
FONA International,"Geneva, Illinois",US,2021,,,,,1486,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
FPL Foods,"Thomasville, Georgia",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.565
Ferrara,"DeKalb, Illinois",US,2021,100.0,USD,110.02,,148645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Ferrero USA,"Bloomington, Illinois",US,2021,75.0,USD,82.52,,6503,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Florida Can Manufacturing,"Lake Alfred, Florida",US,2021,120.0,USD,132.03,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.79
Florida Caribbean Distillers,"Winter Haven, Florida",US,2021,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2021,0.64
Florida Carribean Distillers,"Winter Haven, Florida",US,2021,,,,,27871,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Foremost Farms,"Greenville, Michigan",US,2021,,,,,5388,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
FreezPak Logistics,"Woodridge, New Jersey",US,2021,,,,,24898,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Freshly,"Austell, Georgia",US,2021,,,,,12449,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Frito-Lay,"Osceola Cty, Florida",US,2021,130.0,USD,143.03,,26570,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Frito-Lay,"Frankfort, Indiana",US,2021,53.0,USD,58.31,,19138,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Frulact,"Kingston, Ontario",CA,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Fufeng Group Ltd.,"Grand Forks, North Dakota",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Gardens Alive!,"Lewisburg, Ohio",US,2021,,,,,4645,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Garland Foods,"Plant City, Florida",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Gathered Foods,"Heath, Ohio",US,2021,,,,,3995,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
GenCanna Acquisition Corp.,"Winchester, Kentucky",US,2021,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
General Mills,"Belvidere, Illinois",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
General Mills,"Chanhassen, Minnesota",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
General Mills,"Joplin, Missouri",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
General Mills,"Murfreesboro, Tennessee",US,2021,65.0,USD,71.52,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
General Mills,"Wellston, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Gotham Greens,"Davis, California",US,2021,,,,,40506,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Goya Foods,"Brookshire, Texas",US,2021,80.0,USD,88.02,,37161,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Graeter's Manufacturing Co.,"Cincinnati, Ohio",US,2021,,,,,929,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Green Stream Farms,"Columbus, New Mexico",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Green Thumb Industries Cultivation Plant,"Ogelsby, Illinois",US,2021,,,,,8083,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Greenleaf Foods,"Indianapolis, Indiana",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Grey Ghost Bakery,"Charleston, South Carolina",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Growers Express,"San Luis, Arizona",US,2021,,,,,2230,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
HelloFresh,"Newnan, Georgia",US,2021,,,,,19417,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
"HempRise, Inc.","Jeffersonville, Indiana",US,2021,,,,,7339,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Hershey,"Stuart's Draft, Virginia",US,2021,135.0,USD,148.53,,8361,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
High Country Beverage,"Johnstown, Colorado",US,2021,,,,,11613,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Hillmar Cheese Company,"Dodge City, Kansas",US,2021,460.0,USD,506.11,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Hollandia,"San Marcos, California",US,2021,,,,,6317,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Hollandia Dairy,"San Marcos, California",US,2021,,,,,5203,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Honor Foods,"Philadelphia, Pennsylvania",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Hormel Foods,"Austin, Minnesota",US,2021,,,,,1301,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Hormel Foods,"Dubuque, Iowa",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Hormel Foods,"Papillion, Nebraska",US,2021,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Hormel Foods - Sadlers Smokehouse,"Henderson, Texas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Horse Soldier Bourbon,"Somerset, Kentucky",US,2021,200.0,USD,220.05,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Ingredion,"Vanscoy, Saskatchewan",CA,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Interchange Cold Storage,"Mt. Crawford, Virginia",US,2021,,,,,18674,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Interstate Warehousing,"Anderson Cty, Indiana",US,2021,,,,,13750,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
"Iowa Premium, a National Beef Co.","Tama, Iowa",US,2021,562.0,USD,618.33,,74322,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
Italgrani,"St. Louis, Missouri",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
J.M. Smucker Co.,"Longmont, Colorado",US,2021,80.0,USD,88.02,,21275,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
J.M. Smucker Company,"Longmont, Colorado",US,2021,80.0,USD,88.02,,23783,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
JBS USA,"Grand Island, Nebraska",US,2021,95.0,USD,104.52,,9941,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.79
JBS USA,"Ottumwa, Iowa",US,2021,,,,,1301,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
James E. Pepper Distilling Co.,"Midway, Kentucky",US,2021,,,,,1672,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Jensen Meat,"San Diego, California",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
John Soules Foods,"Valley, Alabama",US,2021,90.0,USD,99.02,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.715
Kalera,"Columbus, Ohio",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Kalera,"Honolulu, Hawaii",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Kalera,"Houston, Texas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Kalera,"St. Paul, Minnesota",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.565
Kansa Dairy Ingredients,"Hugoton, Kansas",US,2021,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Kansas Dairy Ingredients,"Hugoton, Texas",US,2021,,,,,7990,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
Karis Cold Storage,"Denver, Colorado",US,2021,,,,,22947,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
KeHE Distributors,"Goodyear, Arizona",US,2021,,,,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2022,0.64
